Loan_ID,Borrower_ID,Group_ID,Facility_ID,Portfolio_ID,Borrower_Name,Sector,Geography,Customer_Type,Credit_Rating_Internal,Credit_Rating_External,Low_Credit_Risk_Flag,Loan_Amount_Original,Loan_Amount_Outstanding,Currency,Product_Type,Drawdown_Date,Maturity_Date,Remaining_Term,Interest_Rate_Type,Interest_Rate,Effective_Interest_Rate,Repayment_Type,Repayment_Schedule,PD_12m,PD_Lifetime,LGD,EAD,SICR_Flag,Stage,Default_Flag,Days_Past_Due,Forbearance_Flag,Collateral_Value,Collateral_Type,Guarantee_Amount,Recovery_Strategy,Impairment_Allowance,Impairment_Model_Version,Date_Stage_Changed,ECL_Amount_12m,ECL_Amount_Lifetime,ECL_Scenario_Weights
LN00060,BR00060,GRP042,FAC0043,PORT5,Borrower_60,Manufacturing,Germany,SME,B2,B,0,934703.56,708217.22,INR,Term Loan,6/21/15,3/28/18,-2674,Variable,0.1468,0.0557,Amortizing,Annually,0.4947,0.6262,0.52,708217.22,1,3,1,30,1,101291.8,Guarantee,305290.68,Sell Collateral,230612.52,v1.0,7/4/17,182184.63,230612.52,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00061,BR00061,GRP028,FAC0022,PORT8,Borrower_61,Banking,India,Retail,B1,BB,0,441995.01,440911.72,GBP,Term Loan,10/5/19,3/14/21,-1592,Fixed,0.039,0.0895,Revolving,Annually,0.0984,0.1925,0.24,440911.72,1,2,0,0,0,283223.82,Guarantee,67568.81,Legal Action,20370.12,v1.0,2/28/20,10412.57,20370.12,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00062,BR00062,GRP044,FAC0058,PORT6,Borrower_62,Banking,India,Retail,C1,AA,0,785685.73,406513.39,INR,Term Loan,10/24/21,8/12/26,385,Variable,0.1079,0.0645,Bullet,Monthly,0.0429,0.2097,0.38,406513.39,0,1,0,0,0,262032.57,Real Estate,115296.27,Legal Action,32393.43,v2.0,9/18/24,6626.98,32393.43,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00063,BR00063,GRP029,FAC0023,PORT8,Borrower_63,Manufacturing,South Africa,SME,B1,B,1,135405.78,120170.23,BRL,Term Loan,5/5/19,6/28/23,-756,Variable,0.137,0.0742,Bullet,Quarterly,0.355,0.4372,0.66,120170.23,1,3,1,90,1,104252.92,Guarantee,7368.68,Legal Action,34675.36,v1.0,6/19/20,28155.88,34675.36,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00064,BR00064,GRP020,FAC0051,PORT8,Borrower_64,Energy,India,SME,C1,AAA,1,252001.46,188247.85,GBP,Term Loan,11/19/23,8/29/25,37,Fixed,0.084,0.0796,Revolving,Semi-Annually,0.1868,0.3226,0.6,188247.85,1,2,0,60,0,33431.68,Cash,57598.98,Legal Action,36437.25,v1.0,2/4/25,21098.82,36437.25,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00065,BR00065,GRP006,FAC0033,PORT4,Borrower_65,Healthcare,Brazil,SME,A2,B,0,834762.99,633627.74,BRL,Term Loan,8/21/20,12/12/21,-1319,Fixed,0.0903,0.1153,Bullet,Quarterly,0.159,0.2333,0.31,633627.74,1,2,0,120,0,225345.57,Cash,164394.02,Sell Collateral,45825.86,v3.0,9/11/20,31231.51,45825.86,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00066,BR00066,GRP020,FAC0062,PORT4,Borrower_66,Healthcare,India,SME,B2,AAA,0,64552.57,52980.03,EUR,Term Loan,4/27/15,10/9/16,-3209,Variable,0.0799,0.0748,Amortizing,Quarterly,0.2926,0.4403,0.52,52980.03,1,3,1,90,0,19110.13,Guarantee,16613.58,Legal Action,12130.1,v2.0,3/18/16,8061.02,12130.1,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00067,BR00067,GRP004,FAC0038,PORT7,Borrower_67,Energy,India,Retail,A2,CCC,0,975866.65,551738.49,BRL,Term Loan,3/27/23,3/3/26,223,Variable,0.0528,0.041,Bullet,Annually,0.1916,0.3258,0.32,551738.49,1,2,0,30,0,125128.7,Receivables,124029.71,Write-off,57522.05,v2.0,12/17/24,33828.19,57522.05,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00068,BR00068,GRP031,FAC0037,PORT9,Borrower_68,Manufacturing,USA,SME,A2,A,0,108248.11,75407.92,INR,Term Loan,7/30/20,9/15/21,-1407,Variable,0.0354,0.0745,Bullet,Quarterly,0.234,0.3201,0.23,75407.92,1,3,1,90,0,51943.54,Guarantee,33267.69,Sell Collateral,5551.76,v1.0,2/12/21,4058.45,5551.76,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00069,BR00069,GRP024,FAC0097,PORT3,Borrower_69,Retail,Brazil,Corporate,B2,BB,1,769116.03,492126.84,USD,Term Loan,8/27/20,3/6/24,-504,Fixed,0.1156,0.0636,Amortizing,Annually,0.4947,0.6468,0.25,492126.84,1,3,1,0,1,296284.3,Cash,242812.35,Legal Action,79576.91,v2.0,2/3/24,60863.79,79576.91,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00070,BR00070,GRP024,FAC0043,PORT2,Borrower_70,Construction,Brazil,SME,A1,BB,0,405095.5,327418.54,ZAR,Term Loan,7/28/18,6/24/20,-1855,Fixed,0.1166,0.0938,Revolving,Annually,0.4229,0.562,0.47,327418.54,1,3,1,90,0,273124.02,Cash,49078.49,Write-off,86484.33,v1.0,6/24/20,65078.69,86484.33,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00071,BR00071,GRP031,FAC0095,PORT1,Borrower_71,Healthcare,UK,Corporate,A2,BB,0,581118.87,494102.4,ZAR,Term Loan,9/19/17,11/22/18,-2435,Variable,0.0931,0.0921,Amortizing,Quarterly,0.1035,0.2197,0.28,494102.4,1,2,0,60,0,394034.35,Inventory,101384.23,Sell Collateral,30395.2,v3.0,3/19/18,14319.09,30395.2,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00072,BR00072,GRP046,FAC0027,PORT8,Borrower_72,Banking,India,SME,C1,CCC,0,650442.92,550701.83,GBP,Term Loan,7/31/22,5/25/27,671,Fixed,0.0988,0.1147,Revolving,Annually,0.3089,0.3877,0.35,550701.83,1,3,1,10,1,437288.56,Inventory,270466.27,Sell Collateral,74727.48,v1.0,3/16/24,59539.13,74727.48,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00073,BR00073,GRP009,FAC0014,PORT10,Borrower_73,Healthcare,Brazil,Retail,A2,AAA,0,956207.44,515887.99,BRL,Term Loan,6/22/15,1/31/18,-2730,Fixed,0.1066,0.0785,Bullet,Monthly,0.4628,0.6112,0.3,515887.99,1,3,1,120,0,374820.57,Inventory,240667.92,Sell Collateral,94593.22,v3.0,10/17/16,71625.89,94593.22,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00074,BR00074,GRP019,FAC0042,PORT5,Borrower_74,Healthcare,USA,Retail,C1,AA,0,775350.74,389684.09,ZAR,Term Loan,2/16/16,12/11/20,-1685,Fixed,0.1396,0.0728,Bullet,Annually,0.2797,0.4691,0.64,389684.09,1,3,1,60,0,304078.27,Cash,126752.29,Restructure,116992.52,v2.0,7/17/20,69756.57,116992.52,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00075,BR00075,GRP042,FAC0070,PORT9,Borrower_75,Construction,UK,Corporate,B2,A,1,937876.57,920118.52,USD,Term Loan,7/22/20,8/7/22,-1081,Variable,0.0495,0.1136,Amortizing,Semi-Annually,0.4638,0.6453,0.5,920118.52,1,3,1,0,1,468261.35,Cash,154139.23,Restructure,296876.24,v3.0,7/2/21,213375.48,296876.24,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00076,BR00076,GRP012,FAC0018,PORT8,Borrower_76,Banking,UK,Retail,B1,BBB,1,576425.6,506471.38,GBP,Term Loan,11/13/23,7/9/26,351,Variable,0.0662,0.0764,Revolving,Monthly,0.096,0.2744,0.61,506471.38,1,2,0,60,0,355710.18,Guarantee,21965.1,Sell Collateral,84775.21,v3.0,7/11/24,29658.96,84775.21,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00077,BR00077,GRP015,FAC0029,PORT3,Borrower_77,Construction,UK,SME,C1,A,0,135860.35,88771.58,BRL,Term Loan,9/12/15,6/9/20,-1870,Variable,0.1209,0.0875,Revolving,Quarterly,0.2087,0.3341,0.55,88771.58,1,3,1,120,0,38241.87,Cash,41750.86,Restructure,16312.22,v3.0,3/14/18,10189.65,16312.22,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00078,BR00078,GRP029,FAC0015,PORT4,Borrower_78,Healthcare,Brazil,SME,A1,BB,0,374549.17,359051.21,USD,Term Loan,12/3/20,11/13/25,113,Variable,0.0458,0.0783,Amortizing,Annually,0.065,0.2393,0.3,359051.21,1,2,0,90,0,312028.93,Receivables,29538.63,Restructure,25776.29,v3.0,7/7/23,7001.5,25776.29,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00079,BR00079,GRP005,FAC0061,PORT1,Borrower_79,Banking,India,Retail,A2,CCC,0,728814.48,508693.82,ZAR,Term Loan,7/18/22,4/9/25,-105,Variable,0.0749,0.093,Amortizing,Annually,0.4101,0.572,0.41,508693.82,1,3,1,90,1,78455.88,Inventory,137643.27,Write-off,119298.87,v1.0,6/16/24,85532.29,119298.87,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00080,BR00080,GRP002,FAC0039,PORT8,Borrower_80,Healthcare,South Africa,Corporate,B2,BB,0,150330.01,139828.45,EUR,Term Loan,6/3/22,6/11/26,323,Fixed,0.0853,0.0955,Bullet,Semi-Annually,0.0681,0.267,0.46,139828.45,1,2,0,60,0,14419.94,Cash,15569.21,Restructure,17173.73,v1.0,2/14/26,4380.27,17173.73,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00081,BR00081,GRP004,FAC0032,PORT1,Borrower_81,Construction,India,Retail,C1,AA,0,770732.4,725936.13,USD,Term Loan,9/14/19,2/24/24,-515,Fixed,0.0905,0.033,Amortizing,Quarterly,0.0177,0.0986,0.25,725936.13,0,1,0,0,0,532080.43,Receivables,216976.83,Sell Collateral,17894.33,v3.0,1/20/23,3212.27,17894.33,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00082,BR00082,GRP012,FAC0081,PORT7,Borrower_82,Energy,India,Retail,B1,B,0,822014.84,508376.74,BRL,Term Loan,8/31/23,6/7/28,1050,Variable,0.1136,0.0355,Amortizing,Quarterly,0.4394,0.6373,0.35,508376.74,1,3,1,90,1,453341.15,Guarantee,241102.82,Write-off,113395.97,v1.0,11/23/27,78183.26,113395.97,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00083,BR00083,GRP016,FAC0033,PORT4,Borrower_83,Banking,South Africa,Retail,B2,CCC,0,256148.83,156935.29,BRL,Term Loan,1/12/21,9/7/24,-319,Fixed,0.0362,0.1171,Amortizing,Monthly,0.4302,0.5019,0.48,156935.29,1,3,1,60,0,34633.03,Real Estate,43728.98,Legal Action,37807.59,v3.0,3/1/24,32406.51,37807.59,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00084,BR00084,GRP031,FAC0032,PORT10,Borrower_84,Healthcare,UK,SME,A2,BB,0,224711.31,214265.92,GBP,Term Loan,6/7/17,2/12/21,-1622,Variable,0.086,0.1166,Revolving,Semi-Annually,0.1586,0.3449,0.67,214265.92,1,2,0,10,0,214183.39,Guarantee,12568.43,Sell Collateral,49513.21,v2.0,4/22/20,22768.33,49513.21,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00085,BR00085,GRP017,FAC0071,PORT10,Borrower_85,Energy,South Africa,SME,B1,AA,1,116636.07,115546.6,EUR,Term Loan,7/29/20,3/9/24,-501,Variable,0.0984,0.0806,Bullet,Annually,0.2401,0.4161,0.41,115546.6,1,3,1,10,0,26729.45,Receivables,12783.73,Sell Collateral,19712.37,v2.0,4/25/23,11374.52,19712.37,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00086,BR00086,GRP004,FAC0068,PORT1,Borrower_86,Manufacturing,South Africa,Retail,A1,BBB,1,744802.21,544014.33,ZAR,Term Loan,2/11/23,9/17/27,786,Fixed,0.0382,0.1125,Bullet,Monthly,0.3691,0.4719,0.44,544014.33,1,3,1,10,0,368639.62,Cash,147465.11,Write-off,112956.96,v2.0,6/14/23,88350.1,112956.96,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00087,BR00087,GRP019,FAC0003,PORT9,Borrower_87,Healthcare,South Africa,SME,A2,AAA,0,673419.63,544297.94,BRL,Term Loan,12/5/21,7/3/26,345,Fixed,0.0589,0.0315,Revolving,Semi-Annually,0.2468,0.37,0.41,544297.94,1,3,1,0,0,316870.83,Guarantee,196544.01,Sell Collateral,82570,v2.0,5/15/22,55076.42,82570,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00088,BR00088,GRP036,FAC0061,PORT1,Borrower_88,Healthcare,USA,Corporate,A2,AAA,0,469817.79,292040.59,INR,Term Loan,3/9/19,6/17/22,-1132,Variable,0.0979,0.0984,Bullet,Monthly,0.3516,0.4466,0.63,292040.59,1,3,1,0,0,128888.5,Cash,13652.97,Legal Action,82167.96,v3.0,5/12/22,64689.33,82167.96,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00089,BR00089,GRP010,FAC0097,PORT7,Borrower_89,Manufacturing,Germany,Retail,C1,AA,0,65630.73,35255.12,INR,Term Loan,5/1/20,11/7/22,-989,Variable,0.0761,0.1065,Revolving,Quarterly,0.4635,0.6484,0.29,35255.12,1,3,1,90,0,10098.56,Real Estate,276.01,Sell Collateral,6629.23,v1.0,8/9/20,4738.82,6629.23,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00090,BR00090,GRP015,FAC0046,PORT9,Borrower_90,Construction,India,Retail,C1,B,0,841901.16,564323.29,BRL,Term Loan,11/26/19,3/15/22,-1226,Variable,0.1258,0.0871,Revolving,Monthly,0.3868,0.58,0.36,564323.29,1,3,1,60,0,285262.7,Real Estate,221087.23,Sell Collateral,117830.7,v1.0,12/19/20,78580.89,117830.7,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00091,BR00091,GRP028,FAC0058,PORT9,Borrower_91,Energy,Brazil,SME,A1,AAA,1,171191.35,118945.63,BRL,Term Loan,12/25/22,7/15/27,722,Fixed,0.1016,0.0985,Amortizing,Annually,0.1867,0.2504,0.42,118945.63,1,2,0,30,0,21239.82,Real Estate,6079.99,Sell Collateral,12509.27,v2.0,2/26/25,9327,12509.27,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00092,BR00092,GRP005,FAC0022,PORT7,Borrower_92,Banking,India,SME,B2,CCC,1,730346.97,569501.4,GBP,Term Loan,9/27/23,3/18/25,-127,Fixed,0.1165,0.0425,Amortizing,Quarterly,0.4964,0.5828,0.39,569501.4,1,3,1,90,1,309701.44,Inventory,85747.34,Restructure,129443.11,v1.0,8/3/24,110253.19,129443.11,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00093,BR00093,GRP039,FAC0089,PORT4,Borrower_93,Construction,Germany,Retail,B2,A,1,345572.87,279947.23,ZAR,Term Loan,1/28/15,4/17/18,-2654,Variable,0.1461,0.0886,Bullet,Semi-Annually,0.404,0.5034,0.61,279947.23,1,3,1,30,0,103690.15,Inventory,83199.33,Sell Collateral,85964.52,v2.0,2/13/17,68990.2,85964.52,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00094,BR00094,GRP019,FAC0089,PORT2,Borrower_94,Construction,South Africa,SME,A2,B,0,215804.05,215508.93,GBP,Term Loan,4/11/16,6/8/20,-1871,Fixed,0.1158,0.0715,Amortizing,Monthly,0.0982,0.2633,0.68,215508.93,1,2,0,0,0,106592.76,Inventory,76329.71,Write-off,38585.58,v3.0,7/10/18,14390.82,38585.58,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00095,BR00095,GRP016,FAC0085,PORT6,Borrower_95,Retail,South Africa,Corporate,A1,BB,0,925025.84,864729.75,ZAR,Term Loan,12/28/20,10/30/24,-266,Variable,0.146,0.0834,Amortizing,Annually,0.215,0.2705,0.61,864729.75,1,3,1,30,0,171590.47,Real Estate,395354.98,Restructure,142684.73,v1.0,6/10/22,113409.31,142684.73,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00096,BR00096,GRP002,FAC0062,PORT2,Borrower_96,Banking,India,Retail,A1,CCC,0,751915.97,585740.07,EUR,Term Loan,6/28/17,5/8/21,-1537,Variable,0.0674,0.083,Amortizing,Quarterly,0.347,0.4302,0.59,585740.07,1,3,1,30,0,240429.11,Receivables,146571.43,Write-off,148671.37,v2.0,2/28/20,119918.56,148671.37,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00097,BR00097,GRP011,FAC0095,PORT4,Borrower_97,Energy,UK,Corporate,A2,A,0,727554.06,528366.93,INR,Term Loan,2/4/16,7/20/19,-2195,Fixed,0.1257,0.032,Revolving,Quarterly,0.0429,0.0996,0.56,528366.93,0,1,0,0,0,104841.95,Cash,90635.52,Write-off,29470.19,v2.0,4/3/16,12693.49,29470.19,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00098,BR00098,GRP035,FAC0024,PORT6,Borrower_98,Banking,UK,SME,A1,A,0,885435.43,641752.54,INR,Term Loan,4/9/23,9/17/27,786,Variable,0.1016,0.1028,Revolving,Annually,0.2205,0.2712,0.58,641752.54,1,3,1,10,1,122944.93,Receivables,20075.22,Restructure,100945.11,v2.0,3/29/25,82073.73,100945.11,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00099,BR00099,GRP045,FAC0019,PORT9,Borrower_99,Construction,India,Corporate,A2,BB,0,189076.96,158218.55,EUR,Term Loan,2/19/20,8/5/24,-352,Variable,0.1063,0.0406,Revolving,Quarterly,0.4023,0.5901,0.27,158218.55,1,3,1,90,1,41886.79,Receivables,24158.39,Legal Action,25208.49,v2.0,10/2/21,17185.86,25208.49,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00100,BR00100,GRP033,FAC0084,PORT8,Borrower_100,Construction,South Africa,SME,B2,B,0,328288.41,238173.4,INR,Term Loan,7/28/16,8/15/18,-2534,Fixed,0.0399,0.0423,Bullet,Quarterly,0.0363,0.1402,0.2,238173.4,0,1,0,0,0,230419.95,Guarantee,97081.38,Restructure,6678.38,v2.0,3/15/17,1729.14,6678.38,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00101,BR00101,GRP035,FAC0097,PORT1,Borrower_101,Healthcare,India,Corporate,A2,BBB,1,184844.8,134689.14,ZAR,Term Loan,1/11/21,8/25/23,-698,Fixed,0.0657,0.0541,Bullet,Annually,0.3738,0.5387,0.49,134689.14,1,3,1,90,0,133585.26,Guarantee,36575.25,Sell Collateral,35552.95,v1.0,4/5/22,24669.93,35552.95,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00102,BR00102,GRP004,FAC0073,PORT6,Borrower_102,Energy,Germany,Corporate,C1,AA,0,225680.6,196072.77,ZAR,Term Loan,4/25/16,8/23/18,-2526,Variable,0.0647,0.0425,Amortizing,Monthly,0.3477,0.5269,0.28,196072.77,1,3,1,90,0,56125.53,Cash,20256.24,Write-off,28927.01,v1.0,2/2/17,19088.86,28927.01,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00103,BR00103,GRP018,FAC0081,PORT7,Borrower_103,Construction,India,Retail,A1,BBB,0,707398,400631.62,GBP,Term Loan,5/10/22,1/24/24,-546,Variable,0.0846,0.0909,Amortizing,Semi-Annually,0.0817,0.18,0.58,400631.62,1,2,0,10,0,248264.59,Receivables,98046.32,Restructure,41825.94,v3.0,8/13/22,18984.33,41825.94,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00104,BR00104,GRP022,FAC0071,PORT10,Borrower_104,Retail,Brazil,SME,B1,B,0,642143.73,544951.74,USD,Term Loan,3/13/23,10/6/26,440,Fixed,0.1051,0.0491,Amortizing,Monthly,0.4266,0.596,0.41,544951.74,1,3,1,60,1,460761.74,Real Estate,73169.81,Legal Action,133164.41,v2.0,10/2/25,95315.33,133164.41,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00105,BR00105,GRP006,FAC0048,PORT3,Borrower_105,Manufacturing,India,Corporate,B1,B,0,218271.84,184286.03,EUR,Term Loan,1/3/15,5/28/18,-2613,Variable,0.1087,0.1089,Revolving,Monthly,0.0746,0.2221,0.64,184286.03,1,2,0,10,0,78209.49,Real Estate,8600.63,Legal Action,26195.15,v2.0,6/11/15,8798.55,26195.15,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00106,BR00106,GRP005,FAC0030,PORT7,Borrower_106,Manufacturing,South Africa,Retail,A1,A,0,241667.04,202998.23,GBP,Term Loan,6/27/16,10/24/20,-1733,Fixed,0.0759,0.1189,Bullet,Quarterly,0.0146,0.1689,0.61,202998.23,0,1,0,0,0,44448.01,Real Estate,42864.49,Restructure,20914.7,v3.0,2/18/20,1807.9,20914.7,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00107,BR00107,GRP038,FAC0094,PORT7,Borrower_107,Banking,India,SME,A2,AA,1,364163.96,220875.54,USD,Term Loan,11/3/16,4/22/20,-1918,Fixed,0.0964,0.0378,Revolving,Semi-Annually,0.3767,0.5647,0.63,220875.54,1,3,1,90,0,171664.71,Real Estate,11095.14,Sell Collateral,78578.9,v1.0,9/29/19,52418.4,78578.9,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00108,BR00108,GRP001,FAC0047,PORT6,Borrower_108,Retail,India,Corporate,B2,A,0,204873.59,142566.51,EUR,Term Loan,10/21/21,8/29/25,37,Variable,0.1445,0.075,Bullet,Monthly,0.3266,0.4942,0.26,142566.51,1,3,1,10,0,82041.02,Receivables,42337.25,Restructure,18318.66,v1.0,4/10/23,12106.18,18318.66,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00109,BR00109,GRP040,FAC0020,PORT5,Borrower_109,Manufacturing,Germany,Retail,C1,AA,0,924127.7,900414.58,EUR,Term Loan,6/2/17,8/22/18,-2527,Variable,0.0769,0.0932,Revolving,Monthly,0.205,0.298,0.41,900414.58,1,3,1,120,0,524859.16,Guarantee,37109.6,Write-off,110012.65,v3.0,8/9/18,75679.85,110012.65,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00110,BR00110,GRP046,FAC0018,PORT1,Borrower_110,Retail,India,SME,C1,BB,0,259590.16,249807.21,ZAR,Term Loan,9/4/17,12/31/18,-2396,Variable,0.05,0.0968,Bullet,Semi-Annually,0.0668,0.2086,0.35,249807.21,1,2,0,0,0,51834.67,Real Estate,92510.88,Restructure,18238.42,v2.0,10/22/18,5840.49,18238.42,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00111,BR00111,GRP017,FAC0099,PORT2,Borrower_111,Energy,South Africa,Corporate,A1,AA,0,533377.13,336814.23,USD,Term Loan,10/25/19,5/4/22,-1176,Fixed,0.133,0.075,Bullet,Quarterly,0.4878,0.6319,0.38,336814.23,1,3,1,60,0,145139.65,Real Estate,95467.66,Write-off,80876.51,v2.0,11/20/20,62433.23,80876.51,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00112,BR00112,GRP005,FAC0074,PORT6,Borrower_112,Manufacturing,Brazil,Corporate,A1,AA,1,932536.88,866086.73,BRL,Term Loan,9/6/16,9/7/18,-2511,Fixed,0.1445,0.0523,Bullet,Annually,0.2809,0.468,0.31,866086.73,1,3,1,120,0,335991.09,Guarantee,396604.83,Sell Collateral,125651.86,v2.0,12/3/16,75417.97,125651.86,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00113,BR00113,GRP047,FAC0070,PORT4,Borrower_113,Retail,USA,SME,A1,AA,0,27809.79,16695.21,ZAR,Term Loan,3/15/21,10/5/24,-291,Fixed,0.1441,0.1175,Bullet,Annually,0.2863,0.3819,0.38,16695.21,1,3,1,90,1,13327.74,Guarantee,8329.13,Restructure,2422.84,v1.0,3/4/24,1816.34,2422.84,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00114,BR00114,GRP030,FAC0096,PORT2,Borrower_114,Energy,USA,Corporate,A2,B,0,502188.3,266133.45,USD,Term Loan,9/2/17,1/8/21,-1657,Fixed,0.0822,0.1061,Bullet,Quarterly,0.4985,0.6552,0.32,266133.45,1,3,1,0,1,241122.27,Guarantee,54964.12,Sell Collateral,55798.6,v2.0,11/15/19,42453.61,55798.6,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00115,BR00115,GRP030,FAC0041,PORT7,Borrower_115,Manufacturing,Brazil,SME,A2,BBB,0,331696.56,210951.69,GBP,Term Loan,11/10/22,9/8/25,47,Fixed,0.0409,0.0826,Revolving,Semi-Annually,0.0466,0.127,0.59,210951.69,0,1,0,0,0,52302.83,Receivables,16392.06,Restructure,15806.61,v1.0,9/11/24,5799.91,15806.61,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00116,BR00116,GRP048,FAC0071,PORT4,Borrower_116,Manufacturing,India,Retail,A2,AAA,1,716934.25,705606.69,EUR,Term Loan,8/30/16,3/4/18,-2698,Fixed,0.0538,0.0328,Amortizing,Semi-Annually,0.2042,0.2615,0.7,705606.69,1,3,1,30,1,357729.22,Real Estate,142670.93,Sell Collateral,129161.3,v1.0,9/21/16,100859.42,129161.3,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00117,BR00117,GRP028,FAC0093,PORT7,Borrower_117,Construction,USA,SME,B2,AA,0,904446.16,652752.96,EUR,Term Loan,9/22/15,10/30/17,-2823,Variable,0.0636,0.1148,Bullet,Monthly,0.0731,0.2589,0.26,652752.96,1,2,0,30,0,608182.04,Receivables,16526.95,Legal Action,43939.41,v3.0,7/20/16,12406.22,43939.41,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00118,BR00118,GRP035,FAC0003,PORT7,Borrower_118,Healthcare,Germany,SME,C1,CCC,0,885123,654562.15,BRL,Term Loan,8/5/20,11/26/23,-605,Variable,0.0766,0.1096,Bullet,Monthly,0.053,0.1605,0.3,654562.15,1,2,0,60,0,437037.37,Guarantee,172088.99,Legal Action,31517.17,v1.0,3/3/22,10407.54,31517.17,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
LN00119,BR00119,GRP049,FAC0029,PORT10,Borrower_119,Construction,Germany,Retail,A2,AA,0,538843.65,476025.84,ZAR,Term Loan,8/28/15,4/20/19,-2286,Variable,0.1397,0.078,Bullet,Semi-Annually,0.4998,0.6959,0.32,476025.84,1,3,1,0,1,363376.29,Receivables,188324.68,Legal Action,106005.24,v3.0,9/16/16,76133.67,106005.24,"{""baseline"":0.6,""adverse"":0.3,""optimistic"":0.1}"
